"Stkcd","Stknme","Conme","Listdt"
"000897","津滨发展","天津津滨发展股份有限公司","1999-04-22"
"000898","鞍钢股份","鞍钢股份有限公司","1997-12-25"
"000899","赣能股份","江西赣能股份有限公司","1997-11-26"
"000900","现代投资","现代投资股份有限公司","1999-01-28"
"000901","航天科技","航天科技控股集团股份有限公司","1999-04-01"
"000902","新洋丰","新洋丰农业科技股份有限公司","1999-04-08"
"000903","云内动力","昆明云内动力股份有限公司","1999-04-15"
"000905","厦门港务","厦门港务发展股份有限公司","1999-04-29"
"000906","浙商中拓","浙商中拓集团股份有限公司","1999-07-07"
"000908","景峰医药","湖南景峰医药股份有限公司","1999-02-03"
"000909","数源科技","数源科技股份有限公司","1999-05-07"
"000910","大亚圣象","大亚圣象家居股份有限公司","1999-06-30"
"000911","南宁糖业","南宁糖业股份有限公司","1999-05-27"
"000912","泸天化","四川泸天化股份有限公司","1999-06-03"
"000913","钱江摩托","浙江钱江摩托股份有限公司","1999-05-14"
"000915","华特达因","山东华特达因健康股份有限公司","1999-06-09"
"000916","华北高速","华北高速公路股份有限公司","1999-09-27"
"000917","电广传媒","湖南电广传媒股份有限公司","1999-03-25"
"000918","嘉凯城","嘉凯城集团股份有限公司","1999-07-20"
"000919","金陵药业","金陵药业股份有限公司","1999-11-18"
"000920","沃顿科技","沃顿科技股份有限公司","1999-06-16"
"000921","海信家电","海信家电集团股份有限公司","1999-07-13"
"000922","佳电股份","哈尔滨电气集团佳木斯电机股份有限公司","1999-06-18"
"000923","河钢资源","河钢资源股份有限公司","1999-07-14"
"000925","众合科技","浙江众合科技股份有限公司","1999-06-11"
"000926","福星股份","湖北福星科技股份有限公司","1999-06-18"
"000927","中国铁物","中国铁路物资股份有限公司","1999-07-27"
"000928","中钢国际","中钢国际工程技术股份有限公司","1999-03-12"
"000929","兰州黄河","兰州黄河企业股份有限公司","1999-06-23"
"000930","中粮科技","中粮生物科技股份有限公司","1999-07-12"
"000931","中关村","北京中关村科技发展(控股)股份有限公司","1999-07-12"
"000932","华菱钢铁","湖南华菱钢铁股份有限公司","1999-08-03"
"000933","神火股份","河南神火煤电股份有限公司","1999-08-31"
"000935","四川双马","四川和谐双马股份有限公司","1999-08-24"
"000936","华西股份","江苏华西村股份有限公司","1999-08-10"
"000937","冀中能源","冀中能源股份有限公司","1999-09-09"
"000938","紫光股份","紫光股份有限公司","1999-11-04"
"000939","凯迪退","凯迪生态环境科技股份有限公司","1999-09-23"
"000948","南天信息","云南南天电子信息产业股份有限公司","1999-10-14"
"000949","新乡化纤","新乡化纤股份有限公司","1999-10-21"
"000950","重药控股","重药控股股份有限公司","1999-09-16"
"000951","中国重汽","中国重汽集团济南卡车股份有限公司","1999-11-25"
"000952","广济药业","湖北广济药业股份有限公司","1999-11-12"
"000953","河化股份","广西河池化工股份有限公司","1999-12-02"
"000955","欣龙控股","欣龙控股(集团)股份有限公司","1999-12-09"
"000956","中原油气","中国石化中原油气高新股份有限公司","1999-11-10"
"000957","中通客车","中通客车股份有限公司","2000-01-13"
"000958","电投产融","国家电投集团产融控股股份有限公司","1999-12-23"
"000959","首钢股份","北京首钢股份有限公司","1999-12-16"
"000960","锡业股份","云南锡业股份有限公司","2000-02-21"
"000961","中南建设","江苏中南建设集团股份有限公司","2000-03-01"
"000962","东方钽业","宁夏东方钽业股份有限公司","2000-01-20"
"000963","华东医药","华东医药股份有限公司","2000-01-27"
"000965","天保基建","天津天保基建股份有限公司","2000-04-06"
"000966","长源电力","国家能源集团长源电力股份有限公司","2000-03-16"
"000967","盈峰环境","盈峰环境科技集团股份有限公司","2000-03-30"
"000968","蓝焰控股","山西蓝焰控股股份有限公司","2000-06-22"
"000969","安泰科技","安泰科技股份有限公司","2000-05-29"
"000970","中科三环","北京中科三环高技术股份有限公司","2000-04-20"
"000971","ST 高升","高升控股股份有限公司","2000-04-27"
"000972","*ST 中基","中基健康产业股份有限公司","2000-09-26"
"000973","佛塑科技","佛山佛塑科技集团股份有限公司","2000-05-25"
"000975","银泰黄金","银泰黄金股份有限公司","2000-06-08"
"000976","华铁股份","广东华铁通达高铁装备股份有限公司","2000-06-01"
"000977","浪潮信息","浪潮电子信息产业股份有限公司","2000-06-08"
"000978","桂林旅游","桂林旅游股份有限公司","2000-05-18"
"000979","中弘退","中弘控股股份有限公司","2000-06-16"
"000980","ST 众泰","众泰汽车股份有限公司","2000-06-16"
"000981","*ST 银亿","银亿股份有限公司","2000-06-22"
"000982","中银绒业","宁夏中银绒业股份有限公司","2000-07-06"
"000983","山西焦煤","山西焦煤能源集团股份有限公司","2000-07-26"
"000985","大庆华科","大庆华科股份有限公司","2000-07-26"
"000987","越秀金控","广州越秀金融控股集团股份有限公司","2000-07-18"
"000988","华工科技","华工科技产业股份有限公司","2000-06-08"
"000989","九芝堂","九芝堂股份有限公司","2000-06-28"
"000990","诚志股份","诚志股份有限公司","2000-07-06"
"000993","闽东电力","福建闽东电力股份有限公司","2000-07-31"
"000995","*ST 皇台","甘肃皇台酒业股份有限公司","2000-08-07"
"000996","中国中期","中国中期投资股份有限公司","2000-07-18"
"000997","新大陆","新大陆数字技术股份有限公司","2000-08-07"
"000998","隆平高科","袁隆平农业高科技股份有限公司","2000-12-11"
"000999","华润三九","华润三九医药股份有限公司","2000-03-09"
"001201","东瑞股份","东瑞食品集团股份有限公司","2021-04-28"
"001202","炬申股份","广东炬申物流股份有限公司","2021-04-29"
"001203","大中矿业","内蒙古大中矿业股份有限公司","2021-05-10"
"001205","盛航股份","南京盛航海运股份有限公司","2021-05-13"
"001206","依依股份","天津市依依卫生用品股份有限公司","2021-05-18"
"001207","联科科技","山东联科科技股份有限公司","2021-06-23"
"001208","华菱线缆","湖南华菱线缆股份有限公司","2021-06-24"
"001209","洪兴股份","广东洪兴实业股份有限公司","2021-07-23"
"001210","金房节能","北京金房暖通节能技术股份有限公司","2021-07-29"
"001211","双枪科技","双枪科技股份有限公司","2021-08-05"
"001212","中旗新材","广东中旗新材料股份有限公司","2021-08-23"
"001213","中铁特货","中铁特货物流股份有限公司","2021-09-08"
"001215","千味央厨","郑州千味央厨食品股份有限公司","2021-09-06"
"001216","华瓷股份","湖南华联瓷业股份有限公司","2021-10-19"
"001217","华尔泰","安徽华尔泰化工股份有限公司","2021-09-29"
"001218","丽臣实业","湖南丽臣实业股份有限公司","2021-10-15"
"001219","青岛食品","青岛食品股份有限公司","2021-10-21"
"001226","拓山重工","安徽拓山重工股份有限公司","2022-06-22"
"001227","兰州银行","兰州银行股份有限公司","2022-01-17"
"001228","永泰运","永泰运化工物流股份有限公司","2022-04-29"
"001234","泰慕士","江苏泰慕士针纺科技股份有限公司","2022-01-11"
"001266","宏英智能","上海宏英智能科技股份有限公司","2022-02-28"
"001267","汇绿生态","汇绿生态科技集团股份有限公司","2021-11-17"
"001270","铖昌科技","浙江铖昌科技股份有限公司","2022-06-06"
"001288","运机集团","四川省自贡运输机械集团股份有限公司","2021-11-01"
"001289","龙源电力","龙源电力集团股份有限公司","2022-01-24"
"001296","长江材料","重庆长江造型材料(集团)股份有限公司","2021-12-24"
"001308","康冠科技","深圳市康冠科技股份有限公司","2022-03-18"
"001313","粤海饲料","广东粤海饲料集团股份有限公司","2022-02-16"
"001316","润贝航科","润贝航空科技股份有限公司","2022-06-24"
"001317","三羊马","三羊马(重庆)物流股份有限公司","2021-11-30"
"001318","阳光乳业","江西阳光乳业股份有限公司","2022-05-20"
"001319","铭科精技","铭科精技控股股份有限公司","2022-05-12"
"001323","慕思股份","慕思健康睡眠股份有限公司","2022-06-23"
"001696","宗申动力","重庆宗申动力机械股份有限公司","1997-03-06"
"001872","招商港口","招商局港口集团股份有限公司","2018-12-26"
"001896","豫能控股","河南豫能控股股份有限公司","1998-01-22"
"001914","招商积余","招商局积余产业运营服务股份有限公司","2019-12-16"
"001965","招商公路","招商局公路网络科技控股股份有限公司","2017-12-25"
"001979","招商蛇口","招商局蛇口工业区控股股份有限公司","2015-12-30"
"002001","新和成","浙江新和成股份有限公司","2004-06-25"
"002002","鸿达兴业","鸿达兴业股份有限公司","2004-06-25"
"002003","伟星股份","浙江伟星实业发展股份有限公司","2004-06-25"
"002004","华邦健康","华邦生命健康股份有限公司","2004-06-25"
"002005","ST 德豪","安徽德豪润达电气股份有限公司","2004-06-25"
"002006","精功科技","浙江精功科技股份有限公司","2004-06-25"
"002007","华兰生物","华兰生物工程股份有限公司","2004-06-25"
"002008","大族激光","大族激光科技产业集团股份有限公司","2004-06-25"
"002009","天奇股份","天奇自动化工程股份有限公司","2004-06-29"
"002010","传化智联","传化智联股份有限公司","2004-06-29"
"002011","盾安环境","浙江盾安人工环境股份有限公司","2004-07-05"
"002012","凯恩股份","浙江凯恩特种材料股份有限公司","2004-07-05"
"002013","中航机电","中航工业机电系统股份有限公司","2004-07-05"
"002014","永新股份","黄山永新股份有限公司","2004-07-08"
"002015","协鑫能科","协鑫能源科技股份有限公司","2004-07-08"
"002016","世荣兆业","广东世荣兆业股份有限公司","2004-07-08"
"002017","东信和平","东信和平科技股份有限公司","2004-07-13"
"002018","华信退","安徽华信国际控股股份有限公司","2004-07-13"
"002019","亿帆医药","亿帆医药股份有限公司","2004-07-13"
"002020","京新药业","浙江京新药业股份有限公司","2004-07-15"
"002021","ST 中捷","中捷资源投资股份有限公司","2004-07-15"
"002022","*ST 科华","上海科华生物工程股份有限公司","2004-07-21"
"002023","海特高新","四川海特高新技术股份有限公司","2004-07-21"
"002024","ST 易购","苏宁易购集团股份有限公司","2004-07-21"
"002025","航天电器","贵州航天电器股份有限公司","2004-07-26"
"002026","山东威达","山东威达机械股份有限公司","2004-07-27"
"002027","分众传媒","分众传媒信息技术股份有限公司","2004-08-04"
"002028","思源电气","思源电气股份有限公司","2004-08-05"
"002029","七匹狼","福建七匹狼实业股份有限公司","2004-08-06"
"002030","达安基因","广州达安基因股份有限公司","2004-08-09"
"002031","巨轮智能","巨轮智能装备股份有限公司","2004-08-16"
"002032","苏泊尔","浙江苏泊尔股份有限公司","2004-08-17"
"002033","丽江股份","丽江玉龙旅游股份有限公司","2004-08-25"
"002034","旺能环境","旺能环境股份有限公司","2004-08-26"
"002035","华帝股份","华帝股份有限公司","2004-09-01"
"002036","联创电子","联创电子科技股份有限公司","2004-09-03"
